"Пушкаренко Арсеній Михайлович";"Член Комітету";"Комітет з питань бюджету"
"Саламаха Орест Ігорович";"Голова підкомітету";"Комітет з питань бюджету"
"Северин Сергій Сергійович";"Член Комітету";"Комітет з питань бюджету"
"Тістик Ростислав Ярославович";"Член Комітету";"Комітет з питань бюджету"
"Трухін Олександр Миколайович";"Заступник голови Комітету";"Комітет з питань бюджету"
"Урбанський Анатолій Ігорович";"Член Комітету";"Комітет з питань бюджету"
"Цабаль Володимир Володимирович";"Секретар Комітету";"Комітет з питань бюджету"
"Шпак Любов Олександрівна";"Голова підкомітету";"Комітет з питань бюджету"
"Абдуллін Олександр Рафкатович";"Секретар Комітету";"Комітет з питань гуманітарної та інформаційної політики"
"Боблях Андрій Ростиславович";"Член Комітету";"Комітет з питань гуманітарної та інформаційної політики"
"Богуцька Єлізавета Петрівна";"Член Комітету";"Комітет з питань гуманітарної та інформаційної політики"
"В'ятрович Володимир Михайлович";"Член Комітету";"Комітет з питань гуманітарної та інформаційної політики"
"Кабанов Олександр Євгенійович";"Член Комітету";"Комітет з питань гуманітарної та інформаційної політики"
"Качний Олександр Сталіноленович";"Голова підкомітету";"Комітет з питань гуманітарної та інформаційної політики"
"Княжицький Микола Леонідович";"Голова підкомітету";"Комітет з питань гуманітарної та інформаційної політики"
"Констанкевич Ірина Мирославівна";"Перший заступник голови Комітету";"Комітет з питань гуманітарної та інформаційної політики"
"Кравчук Євгенія Михайлівна";"Заступник голови Комітету, голова підкомітету Комітету";"Комітет з питань гуманітарної та інформаційної політики"
"Кузьмін Ренат Равелійович";"Член Комітету";"Комітет з питань гуманітарної та інформаційної політики"
"Лерос Гео Багратович";"Заступник голови Комітету";"Комітет з питань гуманітарної та інформаційної політики"
"Нальотов Дмитро Олександрович";"Голова підкомітету";"Комітет з питань гуманітарної та інформаційної політики"
"Павленко Юрій Олексійович";"Член Комітету";"Комітет з питань гуманітарної та інформаційної політики"
"Потураєв Микита Русланович";"Голова Комітету";"Комітет з питань гуманітарної та інформаційної політики"
"Рябуха Тетяна Василівна";"Голова підкомітету";"Комітет з питань гуманітарної та інформаційної політики"
"Сушко Павло Миколайович";"Заступник голови Комітету, голова підкомітету Комітету";"Комітет з питань гуманітарної та інформаційної політики"
"Федина Софія Романівна";"Член Комітету";"Комітет з питань гуманітарної та інформаційної політики"
"Бакунець Павло Андрійович";"Член Комітету";"Комітет з питань екологічної політики та природокористування"
"Бондаренко Олег Володимирович";"Голова Комітету";"Комітет з питань екологічної політики та природокористування"
"Василенко Леся Володимирівна";"Голова підкомітету";"Комітет з питань екологічної політики та природокористування"
"Задорожний Андрій Вікторович";"Член Комітету";"Комітет з питань екологічної політики та природокористування"
"Івахів Степан Петрович";"Перший заступник голови Комітету";"Комітет з питань екологічної політики та природокористування"
"Криворучкіна Олена Володимирівна";"Заступник голови Комітету";"Комітет з питань екологічної політики та природокористування"
"Кривошеєв Ігор Сергійович";"Голова підкомітету";"Комітет з питань екологічної політики та природокористування"
"Лабунська Анжеліка Вікторівна";"Член Комітету";"Комітет з питань екологічної політики та природокористування"
"Мандзій Сергій Володимирович";"Член Комітету";"Комітет з питань екологічної політики та природокористування"
"Маріковський Олександр Валерійович";"Заступник голови Комітету";"Комітет з питань екологічної політики та природокористування"
"Матусевич Олександр Борисович";"Член Комітету";"Комітет з питань екологічної політики та природокористування"
"Нестеренко Кирилл Олександрович";"Голова підкомітету";"Комітет з питань екологічної політики та природокористування"
"Овчинникова Юлія Юріївна";"Голова підкомітету";"Комітет з питань екологічної політики та природокористування"
"Прощук Едуард Петрович";"Голова підкомітету";"Комітет з питань екологічної політики та природокористування"
"Фельдман Олександр Борисович";"Секретар Комітету";"Комітет з питань екологічної політики та природокористування"
"Шахов Сергій Володимирович";"Голова підкомітету";"Комітет з питань екологічної політики та природокористування"
"Якименко Павло Віталійович";"Голова підкомітету";"Комітет з питань екологічної політики та природокористування"
"Яценко Антон Володимирович";"Член Комітету";"Комітет з питань екологічної політики та природокористування"
"Буймістер Людмила Анатоліївна";"Голова підкомітету";"Комітет з питань економічного розвитку"
"Кисилевський Дмитро Давидович";"Заступник голови Комітету";"Комітет з питань економічного розвитку"
"Кицак Богдан Вікторович";"Член Комітету";"Комітет з питань економічного розвитку"
"Колтунович Олександр Сергійович";"Голова підкомітету";"Комітет з питань економічного розвитку"
"Кубів Степан Іванович";"Член Комітету";"Комітет з питань економічного розвитку"
"Лічман Ганна Василівна";"Голова підкомітету";"Комітет з питань економічного розвитку"
"Магомедов Муса Сергоєвич";"Член Комітету";"Комітет з питань економічного розвитку"
"Марчук Ігор Петрович";"Голова підкомітету";"Комітет з питань економічного розвитку"
"Мовчан Олексій Васильович";"Голова підкомітету";"Комітет з питань економічного розвитку"
"Наталуха Дмитро Андрійович";"Голова Комітету";"Комітет з питань економічного розвитку"
"Підласа Роксолана Андріївна";"Заступник голови Комітету";"Комітет з питань економічного розвитку"
"Приходько Борис Вікторович";"Член Комітету";"Комітет з питань економічного розвитку"
"Рущишин Ярослав Іванович";"Секретар Комітету";"Комітет з питань економічного розвитку"
"Скорик Микола Леонідович";"Член Комітету";"Комітет з питань економічного розвитку"
"Тарута Сергій Олексійович";"Перший заступник голови Комітету";"Комітет з питань економічного розвитку"
"Шевченко Євгеній Володимирович";"Голова підкомітету";"Комітет з питань економічного розвитку"
"Бондар Михайло Леонтійович";"Голова підкомітету";"Комітет з питань енергетики та житлово-комунальних послуг"
"Волинець Михайло Якович";"Голова підкомітету";"Комітет з питань енергетики та житлово-комунальних послуг"
"Герус Андрій Михайлович";"Голова Комітету";"Комітет з питань енергетики та житлово-комунальних послуг"
"Горобець Олександр Сергійович";"Голова підкомітету";"Комітет з питань енергетики та житлово-комунальних послуг"
"Гриб Вікторія Олександрівна";"Член Комітету";"Комітет з питань енергетики та житлово-комунальних послуг"
"Єфімов Максим Вікторович";"Член Комітету";"Комітет з питань енергетики та житлово-комунальних послуг"
"Жупанин Андрій Вікторович";"Голова підкомітету";"Комітет з питань енергетики та житлово-комунальних послуг"
"Іоффе Юлій Якович";"Заступник голови Комітету";"Комітет з питань енергетики та житлово-комунальних послуг"
"Камельчук Юрій Олександрович";"Член Комітету";"Комітет з питань енергетики та житлово-комунальних послуг"
"Кісільов Ігор Петрович";"Член Комітету";"Комітет з питань енергетики та житлово-комунальних послуг"
"Кіт Андрій Богданович";"Голова підкомітету";"Комітет з питань енергетики та житлово-комунальних послуг"
"Костюх Анатолій Вячеславович";"Член Комітету";"Комітет з питань енергетики та житлово-комунальних послуг"
"Кучеренко Олексій Юрійович";"Перший заступник голови Комітету";"Комітет з питань енергетики та житлово-комунальних послуг"
"Мороз Володимир Вікторович";"Голова підкомітету";"Комітет з питань енергетики та житлово-комунальних послуг"
"Мулик Роман Миронович";"Заступник голови Комітету";"Комітет з питань енергетики та житлово-комунальних послуг"
"Нагорняк Сергій Володимирович";"Голова підкомітету";"Комітет з питань енергетики та житлово-комунальних послуг"
"Пивоваров Євген Павлович";"Голова підкомітету";"Комітет з питань енергетики та житлово-комунальних послуг"
"Припутень Дмитро Сергійович";"Голова підкомітету";"Комітет з питань енергетики та житлово-комунальних послуг"
"Семінський Олег Валерійович";"Заступник голови Комітету";"Комітет з питань енергетики та житлово-комунальних послуг"
"Скороход Анна Костянтинівна";"Член Комітету";"Комітет з питань енергетики та житлово-комунальних послуг"
"Совсун Інна Романівна";"Член Комітету";"Комітет з питань енергетики та житлово-комунальних послуг"
"Шаповалов Юрій Анатолійович";"Секретар Комітету";"Комітет з питань енергетики та житлово-комунальних послуг"
"Шипайло Остап Ігорович";"Голова підкомітету";"Комітет з питань енергетики та житлово-комунальних послуг"
"Юрченко Олександр Миколайович";"Голова підкомітету";"Комітет з питань енергетики та житлово-комунальних послуг"
"Булах Лада Валентинівна";"Голова підкомітету";"Комітет з питань здоров'я нації, медичної допомоги та медичного страхування"
"Вагнєр Вікторія Олександрівна";"Член Комітету";"Комітет з питань здоров'я нації, медичної допомоги та медичного страхування"
"Дмитрієва Оксана Олександрівна";"Заступник голови Комітету, голова підкомітету Комітету";"Комітет з питань здоров'я нації, медичної допомоги та медичного страхування"
"Довгий Олесь Станіславович";"Голова підкомітету";"Комітет з питань здоров'я нації, медичної допомоги та медичного страхування"
"Дубіль Валерій Олександрович";"Перший заступник голови Комітету, голова підкомітету Комітету";"Комітет з питань здоров'я нації, медичної допомоги та медичного страхування"
"Дубневич Ярослав Васильович";"Голова підкомітету";"Комітет з питань здоров'я нації, медичної допомоги та медичного страхування"
"Дубнов Артем Васильович";"Заступник голови Комітету";"Комітет з питань здоров'я нації, медичної допомоги та медичного страхування"
"Заславський Юрій Іванович";"Член Комітету";"Комітет з питань здоров'я нації, медичної допомоги та медичного страхування"
"Зінкевич Яна Вадимівна";"Секретар Комітету, голова підкомітету Комітету";"Комітет з питань здоров'я нації, медичної допомоги та медичного страхування"
"Зуб Валерій Олексійович";"Голова підкомітету";"Комітет з питань здоров'я нації, медичної допомоги та медичного страхування"
"Кузьміних Сергій Володимирович";"Голова підкомітету";"Комітет з питань здоров'я нації, медичної допомоги та медичного страхування"
"Макаренко Михайло Васильович";"Заступник голови Комітету, голова підкомітету Комітету";"Комітет з питань здоров'я нації, медичної допомоги та медичного страхування"
"Перебийніс Максим Вікторович";"Голова підкомітету";"Комітет з питань здоров'я нації, медичної допомоги та медичного страхування"
"Радуцький Михайло Борисович";"Голова Комітету";"Комітет з питань здоров'я нації, медичної допомоги та медичного страхування"
"Стефанишина Ольга Анатоліївна";"Член Комітету";"Комітет з питань здоров'я нації, медичної допомоги та медичного страхування"
"Ананченко Михайло Олегович";"Голова підкомітету";"Комітет з питань зовнішньої політики та міжпарламентського співробітництва"
"Бардіна Марина Олегівна";"Заступник голови Комітету, голова підкомітету Комітету";"Комітет з питань зовнішньої політики та міжпарламентського співробітництва"
"Бобровська Соломія Анатоліївна";"Секретар Комітету";"Комітет з питань зовнішньої політики та міжпарламентського співробітництва"
"Геращенко Ірина Володимирівна";"Член Комітету";"Комітет з питань зовнішньої політики та міжпарламентського співробітництва"
"Іонова Марія Миколаївна";"Голова підкомітету";"Комітет з питань зовнішньої політики та міжпарламентського співробітництва"
"Льовочкіна Юлія Володимирівна";"Заступник голови Комітету";"Комітет з питань зовнішньої політики та міжпарламентського співробітництва"
"Мережко Олександр Олександрович";"Голова Комітету";"Комітет з питань зовнішньої політики та міжпарламентського співробітництва"
"Немиря Григорій Михайлович";"Перший заступник голови Комітету, голова підкомітету Комітету";"Комітет з питань зовнішньої політики та міжпарламентського співробітництва"
"Руденко Ольга Сергіївна";"Член Комітету";"Комітет з питань зовнішньої політики та міжпарламентського співробітництва"
"Хоменко Олена Вікторівна";"Голова підкомітету";"Комітет з питань зовнішньої політики та міжпарламентського співробітництва"
"Шараськін Андрій Андрійович";"Голова підкомітету";"Комітет з питань зовнішньої політики та міжпарламентського співробітництва"
"Юраш Святослав Андрійович";"Голова підкомітету";"Комітет з питань зовнішньої політики та міжпарламентського співробітництва"
"Яременко Богдан Васильович";"Член Комітету";"Комітет з питань зовнішньої політики та міжпарламентського співробітництва"
"Ясько Єлизавета Олексіївна";"Голова підкомітету";"Комітет з питань зовнішньої політики та міжпарламентського співробітництва"
"Вінтоняк Олена Василівна";"Голова підкомітету";"Комітет з питань інтеграції України до Європейського Союзу"
"Волошин Олег Анатолійович";"Заступник голови Комітету";"Комітет з питань інтеграції України до Європейського Союзу"
"Галайчук Вадим Сергійович";"Перший заступник голови Комітету";"Комітет з питань інтеграції України до Європейського Союзу"
"Климпуш-Цинцадзе Іванна Орестівна";"Голова Комітету";"Комітет з питань інтеграції України до Європейського Союзу"
"Любота Дмитро Валерійович";"Голова підкомітету";"Комітет з питань інтеграції України до Європейського Союзу"
"Мезенцева Марія Сергіївна";"Заступник голови Комітету, голова підкомітету Комітету";"Комітет з питань інтеграції України до Європейського Союзу"
"Мельник Павло Вікторович";"Голова підкомітету";"Комітет з питань інтеграції України до Європейського Союзу"
"Наливайченко Валентин Олександрович";"Секретар Комітету";"Комітет з питань інтеграції України до Європейського Союзу"
"Порошенко Петро Олексійович";"Член Комітету";"Комітет з питань інтеграції України до Європейського Союзу"
"Беленюк Жан Венсанович";"Перший заступник голови Комітету";"Комітет з питань молоді і спорту"
"Борзова Ірина Наумівна";"Голова підкомітету";"Комітет з питань молоді і спорту"
"Кожем'якін Андрій Анатолійович";"Голова Комітету";"Комітет з питань молоді і спорту"
"Мазурашу Георгій Георгійович";"Голова підкомітету";"Комітет з питань молоді і спорту"
"Мокан Василь Іванович";"Заступник голови Комітету, голова підкомітету Комітету";"Комітет з питань молоді і спорту"
"Саладуха Ольга Валеріївна";"Голова підкомітету";"Комітет з питань молоді і спорту"
"Суркіс Григорій Михайлович";"Секретар Комітету";"Комітет з питань молоді і спорту"
"Арахамія Давид Георгійович";"Голова підкомітету";"Комітет з питань національної безпеки, оборони та розвідки"
"Безугла Мар'яна Володимирівна";"Заступник голови Комітету, голова підкомітету Комітету";"Комітет з питань національної безпеки, оборони та розвідки"
"Березін Максим Юрійович";"Голова підкомітету";"Комітет з питань національної безпеки, оборони та розвідки"
"Веніславський Федір Володимирович";"Член Комітету";"Комітет з питань національної безпеки, оборони та розвідки"
"Верещук Ірина Андріївна";"Голова підкомітету";"Комітет з питань національної безпеки, оборони та розвідки"
"Герасименко Ігор Леонідович";"Член Комітету";"Комітет з питань національної безпеки, оборони та розвідки"
"Забродський Михайло Віталійович";"Перший заступник голови Комітету";"Комітет з питань національної безпеки, оборони та розвідки"
"Завітневич Олександр Михайлович";"Голова Комітету";"Комітет з питань національної безпеки, оборони та розвідки"
"Здебський Юрій Вікторович";"Член Комітету";"Комітет з питань національної безпеки, оборони та розвідки"
"Касай Геннадій Олександрович";"Член Комітету";"Комітет з питань національної безпеки, оборони та розвідки"
"Ковальов Олександр Іванович";"Член Комітету";"Комітет з питань національної безпеки, оборони та розвідки"
"Копитін Ігор Володимирович";"Голова підкомітету";"Комітет з питань національної безпеки, оборони та розвідки"
"Костенко Роман Васильович";"Секретар Комітету";"Комітет з питань національної безпеки, оборони та розвідки"
"Льовочкін Сергій Володимирович";"Член Комітету";"Комітет з питань національної безпеки, оборони та розвідки"
"Мисягін Юрій Михайлович";"Заступник голови Комітету";"Комітет з питань національної безпеки, оборони та розвідки"
"Парубій Андрій Володимирович";"Член Комітету";"Комітет з питань національної безпеки, оборони та розвідки"
"Рахманін Сергій Іванович";"Член Комітету";"Комітет з питань національної безпеки, оборони та розвідки"
"Аліксійчук Олександр Васильович";"Член Комітету";"Комітет з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
"Балога Віктор Іванович";"Член Комітету";"Комітет з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
"Безгін Віталій Юрійович";"Голова підкомітету";"Комітет з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
"Білозір Лариса Миколаївна";"Голова підкомітету";"Комітет з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
"Бондар Ганна Вячеславівна";"Голова підкомітету";"Комітет з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
"Гузь Ігор Володимирович";"Заступник голови Комітету";"Комітет з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
"Гурін Дмитро Олександрович";"Член Комітету";"Комітет з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
"Дунда Олег Андрійович";"Голова підкомітету";"Комітет з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
"Загоруйко Аліна Леонідівна";"Заступник голови Комітету, голова підкомітету Комітету";"Комітет з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
"Іванов Володимир Ілліч";"Голова підкомітету";"Комітет з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
"Ісаєнко Дмитро Валерійович";"Секретар Комітету";"Комітет з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
"Кальцев Володимир Федорович";"Член Комітету";"Комітет з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
"Качура Олександр Анатолійович";"Заступник голови Комітету";"Комітет з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
"Клочко Андрій Андрійович";"Голова Комітету";"Комітет з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
"Корнієнко Олександр Сергійович";"Голова підкомітету";"Комітет з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
"Літвінов Олександр Миколайович";"Голова підкомітету";"Комітет з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
"Лозинський Роман Михайлович";"Перший заступник голови Комітету";"Комітет з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
"Микиша Дмитро Сергійович";"Член Комітету";"Комітет з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
"М'ялик Віктор Ничипорович";"Член Комітету";"Комітет з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
"Плачкова Тетяна Михайлівна";"Член Комітету";"Комітет з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
"Поляк Владіслав Миколайович";"Член Комітету";"Комітет з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
"Рубльов Вячеслав Володимирович";"Голова підкомітету";"Комітет з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
"Саврасов Максим Віталійович";"Член Комітету";"Комітет з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
"Стріхарський Андрій Петрович";"Голова підкомітету";"Комітет з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
"Чорний Дмитро Сергійович";"Член Комітету";"Комітет з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
"Шуляк Олена Олексіївна";"Заступник голови Комітету";"Комітет з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
"Юнаков Іван Сергійович";"Голова підкомітету";"Комітет з питань організації державної влади, місцевого самоврядування, регіонального розвитку та містобудування"
"Бабак Сергій Віталійович";"Голова Комітету";"Комітет з питань освіти, науки та інновацій"
"Воронов Володимир Анатолійович";"Голова підкомітету";"Комітет з питань освіти, науки та інновацій"
"Гришина Юлія Миколаївна";"Голова підкомітету";"Комітет з питань освіти, науки та інновацій"
"Грищук Роман Павлович";"Голова підкомітету";"Комітет з питань освіти, науки та інновацій"
"Кириленко Іван Григорович";"Член Комітету";"Комітет з питань освіти, науки та інновацій"
"Коваль Ольга Володимирівна";"Голова підкомітету";"Комітет з питань освіти, науки та інновацій"
"Колебошин Сергій Валерійович";"Заступник голови Комітету";"Комітет з питань освіти, науки та інновацій"
"Колюх Валерій Вікторович";"Голова підкомітету";"Комітет з питань освіти, науки та інновацій"
"Лис Олена Георгіївна";"Голова підкомітету";"Комітет з питань освіти, науки та інновацій"
"Лукашев Олександр Анатолійович";"Перший заступник голови Комітету";"Комітет з питань освіти, науки та інновацій"
"Павленко Ростислав Миколайович";"Член Комітету";"Комітет з питань освіти, науки та інновацій"
"Піпа Наталія Романівна";"Секретар Комітету";"Комітет з питань освіти, науки та інновацій"
"Бойко Юрій Анатолійович";"Член Комітету";"Комітет з питань прав людини, деокупації та реінтеграції тимчасово окупованих територій у Донецькій, Луганській областях та Автономної Республіки Крим, міста Севастополя, національних меншин і міжнаціональних відносин"
"Горбенко Руслан Олександрович";"Заступник голови Комітету";"Комітет з питань прав людини, деокупації та реінтеграції тимчасово окупованих територій у Донецькій, Луганській областях та Автономної Республіки Крим, міста Севастополя, національних меншин і міжнаціональних відносин"
"Джемілєв Мустафа";"Член Комітету";"Комітет з питань прав людини, деокупації та реінтеграції тимчасово окупованих територій у Донецькій, Луганській областях та Автономної Республіки Крим, міста Севастополя, національних меншин і міжнаціональних відносин"
"Касай Костянтин Іванович";"Голова підкомітету";"Комітет з питань прав людини, деокупації та реінтеграції тимчасово окупованих територій у Донецькій, Луганській областях та Автономної Республіки Крим, міста Севастополя, національних меншин і міжнаціональних відносин"
"Копиленко Олександр Любимович";"Член Комітету";"Комітет з питань прав людини, деокупації та реінтеграції тимчасово окупованих територій у Донецькій, Луганській областях та Автономної Республіки Крим, міста Севастополя, національних меншин і міжнаціональних відносин"
"Кузнєцов Олексій Олександрович";"Голова підкомітету";"Комітет з питань прав людини, деокупації та реінтеграції тимчасово окупованих територій у Донецькій, Луганській областях та Автономної Республіки Крим, міста Севастополя, національних меншин і міжнаціональних відносин"
"Лубінець Дмитро Валерійович";"Голова Комітету";"Комітет з питань прав людини, деокупації та реінтеграції тимчасово окупованих територій у Донецькій, Луганській областях та Автономної Республіки Крим, міста Севастополя, національних меншин і міжнаціональних відносин"
"Медведчук Віктор Володимирович";"Член Комітету";"Комітет з питань прав людини, деокупації та реінтеграції тимчасово окупованих територій у Донецькій, Луганській областях та Автономної Республіки Крим, міста Севастополя, національних меншин і міжнаціональних відносин"
"Новинський Вадим Владиславович";"Член Комітету";"Комітет з питань прав людини, деокупації та реінтеграції тимчасово окупованих територій у Донецькій, Луганській областях та Автономної Республіки Крим, міста Севастополя, національних меншин і міжнаціональних відносин"
"Рабінович Вадим Зіновійович";"Голова підкомітету";"Комітет з питань прав людини, деокупації та реінтеграції тимчасово окупованих територій у Донецькій, Луганській областях та Автономної Республіки Крим, міста Севастополя, національних меншин і міжнаціональних відносин"
